,0,1,2
"[[40, -1, 41, '0.97', '0.978'], [40, -1, 41, '0.97', '0.978'], [40, -1, 41, '0.97', '0.978'], [40, -1, 41, '0.97', '0.978'], [40, -1, 41, '0.97', '0.978']]",-4.40100527862,-2.9361455487,-3.01318533998
"[[36, 19, 17, '0.973', '1.006'], [36, 19, 17, '0.973', '1.006'], [36, 19, 17, '0.973', '1.006'], [36, 19, 17, '0.973', '1.006'], [36, 19, 17, '0.973', '1.006']]",-3.16932105053,-4.05076346069,-3.5471898986
"[[41, 1, 40, '0.969', '0.96'], [41, 1, 40, '0.969', '0.96'], [41, 1, 40, '0.969', '0.96'], [41, 1, 40, '0.969', '0.96'], [41, 1, 40, '0.969', '0.96']]",-3.98452211199,-3.02408063377,-3.28100486137
"[[48, 43, 5, '0.978', '0.932'], [48, 43, 5, '0.978', '0.932'], [48, 43, 5, '0.978', '0.932'], [48, 43, 5, '0.978', '0.932'], [48, 43, 5, '0.978', '0.932']]",-3.00609100067,-3.97845403038,-2.91639169365
"[[39, 5, 34, '0.977', '1.5'], [39, 5, 34, '0.977', '1.5'], [39, 5, 34, '0.977', '1.5'], [39, 5, 34, '0.977', '1.5'], [39, 5, 34, '0.977', '1.5']]",-3.44061021965,-2.93820162543,-4.08431273042
"[[37, 7, 30, '0.978', '1.643'], [37, 7, 30, '0.978', '1.643'], [37, 7, 30, '0.978', '1.643'], [37, 7, 30, '0.978', '1.643'], [37, 7, 30, '0.978', '1.643']]",-3.03186851951,-4.07810546301,-3.19923113891
"[[26, 9, 17, '0.984', '1.817'], [26, 9, 17, '0.984', '1.817'], [26, 9, 17, '0.984', '1.817'], [26, 9, 17, '0.984', '1.817'], [26, 9, 17, '0.984', '1.817']]",-4.02166688332,-3.06216903855,-3.58472359328
"[[44, 7, 37, '0.988', '1.575'], [44, 7, 37, '0.988', '1.575'], [44, 7, 37, '0.988', '1.575'], [44, 7, 37, '0.988', '1.575'], [44, 7, 37, '0.988', '1.575']]",-2.97230388803,-3.9850720214,-3.34364651037
"[[40, 27, 13, '1.0', '0.917'], [40, 27, 13, '1.0', '0.917'], [40, 27, 13, '1.0', '0.917'], [40, 27, 13, '1.0', '0.917'], [40, 27, 13, '1.0', '0.917']]",-3.95688501924,-2.94844227512,-2.95497313852
"[[18, 4, 14, '1.001', '1.805'], [18, 4, 14, '1.001', '1.805'], [18, 4, 14, '1.001', '1.805'], [18, 4, 14, '1.001', '1.805'], [18, 4, 14, '1.001', '1.805']]",-2.87357360678,-4.02958124253,-3.5719610524
"[[29, -3, 32, '1.0', '2.165'], [29, -3, 32, '1.0', '2.165'], [29, -3, 32, '1.0', '2.165'], [29, -3, 32, '1.0', '2.165'], [29, -3, 32, '1.0', '2.165']]",-4.01857644296,-3.08359672355,-2.99418949164
"[[25, 24, 1, '1.004', '2.214'], [25, 24, 1, '1.004', '2.214'], [25, 24, 1, '1.004', '2.214'], [25, 24, 1, '1.004', '2.214'], [25, 24, 1, '1.004', '2.214']]",-2.94582804936,-3.54511193139,-4.08488419325
"[[23, 16, 7, '1.003', '1.363'], [23, 16, 7, '1.003', '1.363'], [23, 16, 7, '1.003', '1.363'], [23, 16, 7, '1.003', '1.363'], [23, 16, 7, '1.003', '1.363']]",-4.10046018566,-3.05455055211,-3.09745244618
"[[47, 38, 9, '1.012', '0.669'], [47, 38, 9, '1.012', '0.669'], [47, 38, 9, '1.012', '0.669'], [47, 38, 9, '1.012', '0.669'], [47, 38, 9, '1.012', '0.669']]",-3.05962103608,-4.22971750276,-3.50749225566
"[[20, 22, -2, '1.013', '1.179'], [20, 22, -2, '1.013', '1.179'], [20, 22, -2, '1.013', '1.179'], [20, 22, -2, '1.013', '1.179'], [20, 22, -2, '1.013', '1.179']]",-4.35717540578,-3.3397617325,-3.17594891135
"[[21, 19, 2, '1.013', '0.969'], [21, 19, 2, '1.013', '0.969'], [21, 19, 2, '1.013', '0.969'], [21, 19, 2, '1.013', '0.969'], [21, 19, 2, '1.013', '0.969']]",-3.2967658166,-3.40827477273,-4.38253231167
"[[25, 18, 7, '1.013', '0.968'], [25, 18, 7, '1.013', '0.968'], [25, 18, 7, '1.013', '0.968'], [25, 18, 7, '1.013', '0.968'], [25, 18, 7, '1.013', '0.968']]",-4.51356084316,-3.51696343487,-3.34020787397
"[[23, 6, 17, '1.008', '1.09'], [23, 6, 17, '1.008', '1.09'], [23, 6, 17, '1.008', '1.09'], [23, 6, 17, '1.008', '1.09'], [23, 6, 17, '1.008', '1.09']]",-3.51672778195,-3.48200630013,-4.48903599318
"[[129, 35, 94, '0.995', '0.403'], [129, 35, 94, '0.995', '0.403'], [129, 35, 94, '0.995', '0.403'], [129, 35, 94, '0.995', '0.403'], [129, 35, 94, '0.995', '0.403']]",-4.48063617832,-4.06048675557,-3.43483250787
"[[29, 2, 27, '0.992', '1.158'], [29, 2, 27, '0.992', '1.158'], [29, 2, 27, '0.992', '1.158'], [29, 2, 27, '0.992', '1.158'], [29, 2, 27, '0.992', '1.158']]",-3.55305231543,-3.47067881556,-4.33860060285
"[[50, 41, 9, '0.999', '0.878'], [50, 41, 9, '0.999', '0.878'], [50, 41, 9, '0.999', '0.878'], [50, 41, 9, '0.999', '0.878'], [50, 41, 9, '0.999', '0.878']]",-3.38860268234,-4.41303250485,-3.37719789648
"[[50, 33, 17, '1.005', '0.767'], [50, 33, 17, '1.005', '0.767'], [50, 33, 17, '1.005', '0.767'], [50, 33, 17, '1.005', '0.767'], [50, 33, 17, '1.005', '0.767']]",-3.8472016178,-3.42228384462,-4.40413906364
"[[31, 15, 16, '1.003', '1.235'], [31, 15, 16, '1.003', '1.235'], [31, 15, 16, '1.003', '1.235'], [31, 15, 16, '1.003', '1.235'], [31, 15, 16, '1.003', '1.235']]",-3.44105490136,-4.48382052829,-3.65692411287
"[[41, 37, 4, '1.012', '0.664'], [41, 37, 4, '1.012', '0.664'], [41, 37, 4, '1.012', '0.664'], [41, 37, 4, '1.012', '0.664'], [41, 37, 4, '1.012', '0.664']]",-4.40346803886,-3.60414697586,-3.45806179097
"[[28, 16, 12, '1.008', '1.487'], [28, 16, 12, '1.008', '1.487'], [28, 16, 12, '1.008', '1.487'], [28, 16, 12, '1.008', '1.487'], [28, 16, 12, '1.008', '1.487']]",-3.45922946277,-3.41501438849,-4.34622226877
"[[23, 7, 16, '1.007', '1.714'], [23, 7, 16, '1.007', '1.714'], [23, 7, 16, '1.007', '1.714'], [23, 7, 16, '1.007', '1.714'], [23, 7, 16, '1.007', '1.714']]",-4.40008961346,-4.33805994109,-3.37015759134
"[[20, 7, 13, '1.005', '2.544'], [20, 7, 13, '1.005', '2.544'], [20, 7, 13, '1.005', '2.544'], [20, 7, 13, '1.005', '2.544'], [20, 7, 13, '1.005', '2.544']]",-3.41862458366,-3.49304878845,-4.47330392939
"[[50, 16, 34, '1.0', '0.901'], [50, 16, 34, '1.0', '0.901'], [50, 16, 34, '1.0', '0.901'], [50, 16, 34, '1.0', '0.901'], [50, 16, 34, '1.0', '0.901']]",-4.68046810775,-4.17695666203,-3.49327064981
"[[43, 21, 22, '1.007', '0.77'], [43, 21, 22, '1.007', '0.77'], [43, 21, 22, '1.007', '0.77'], [43, 21, 22, '1.007', '0.77'], [43, 21, 22, '1.007', '0.77']]",-3.74092222074,-3.7713229103,-4.62393803237
"[[41, 26, 15, '1.002', '1.016'], [41, 26, 15, '1.002', '1.016'], [41, 26, 15, '1.002', '1.016'], [41, 26, 15, '1.002', '1.016'], [41, 26, 15, '1.002', '1.016']]",-4.62411506883,-4.89742554496,-3.72206440166
"[[23, 14, 9, '1.002', '2.067'], [23, 14, 9, '1.002', '2.067'], [23, 14, 9, '1.002', '2.067'], [23, 14, 9, '1.002', '2.067'], [23, 14, 9, '1.002', '2.067']]",-3.84675320258,-4.03761306329,-4.81686883048
"[[31, 14, 17, '0.999', '1.926'], [31, 14, 17, '0.999', '1.926'], [31, 14, 17, '0.999', '1.926'], [31, 14, 17, '0.999', '1.926'], [31, 14, 17, '0.999', '1.926']]",-4.74812109443,-3.95487793925,-3.9063675568
"[[32, 20, 12, '0.998', '0.965'], [32, 20, 12, '0.998', '0.965'], [32, 20, 12, '0.998', '0.965'], [32, 20, 12, '0.998', '0.965'], [32, 20, 12, '0.998', '0.965']]",-3.81746736319,-4.08763702216,-4.6479385267
"[[51, 53, -2, '0.999', '0.684'], [51, 53, -2, '0.999', '0.684'], [51, 53, -2, '0.999', '0.684'], [51, 53, -2, '0.999', '0.684'], [51, 53, -2, '0.999', '0.684']]",-4.38615014679,-3.70902661058,-3.79178811938
"[[35, 23, 12, '1.005', '0.597'], [35, 23, 12, '1.005', '0.597'], [35, 23, 12, '1.005', '0.597'], [35, 23, 12, '1.005', '0.597'], [35, 23, 12, '1.005', '0.597']]",-3.61335256948,-4.40867524935,-3.40166280169
"[[34, 19, 15, '1.008', '0.957'], [34, 19, 15, '1.008', '0.957'], [34, 19, 15, '1.008', '0.957'], [34, 19, 15, '1.008', '0.957'], [34, 19, 15, '1.008', '0.957']]",-3.3882022609,-3.62911500782,-4.44187272391
"[[24, 5, 19, '1.005', '1.668'], [24, 5, 19, '1.005', '1.668'], [24, 5, 19, '1.005', '1.668'], [24, 5, 19, '1.005', '1.668'], [24, 5, 19, '1.005', '1.668']]",-4.49315590316,-3.38315639036,-3.61841274888
"[[30, 20, 10, '1.007', '1.275'], [30, 20, 10, '1.007', '1.275'], [30, 20, 10, '1.007', '1.275'], [30, 20, 10, '1.007', '1.275'], [30, 20, 10, '1.007', '1.275']]",-3.47897685637,-4.58632824465,-3.60620374495
"[[73, 60, 13, '1.013', '0.799'], [73, 60, 13, '1.013', '0.799'], [73, 60, 13, '1.013', '0.799'], [73, 60, 13, '1.013', '0.799'], [73, 60, 13, '1.013', '0.799']]",-4.55800363531,-3.5727195622,-4.26346853233
"[[22, 21, 1, '1.014', '1.769'], [22, 21, 1, '1.014', '1.769'], [22, 21, 1, '1.014', '1.769'], [22, 21, 1, '1.014', '1.769'], [22, 21, 1, '1.014', '1.769']]",-3.50423119576,-4.70178915203,-3.58653614281
"[[23, 6, 17, '1.01', '2.162'], [23, 6, 17, '1.01', '2.162'], [23, 6, 17, '1.01', '2.162'], [23, 6, 17, '1.01', '2.162'], [23, 6, 17, '1.01', '2.162']]",-4.51912546288,-3.66123091899,-3.83987466403
"[[13, 0, 13, '1.008', '3.76'], [13, 0, 13, '1.008', '3.76'], [13, 0, 13, '1.008', '3.76'], [13, 0, 13, '1.008', '3.76'], [13, 0, 13, '1.008', '3.76']]",-3.45180523811,-4.50047786922,-3.67180126016
"[[19, -15, 34, '1.001', '1.413'], [19, -15, 34, '1.001', '1.413'], [19, -15, 34, '1.001', '1.413'], [19, -15, 34, '1.001', '1.413'], [19, -15, 34, '1.001', '1.413']]",-4.44119775773,-3.67506271259,-3.47227171086
"[[53, 36, 17, '1.001', '0.733'], [53, 36, 17, '1.001', '0.733'], [53, 36, 17, '1.001', '0.733'], [53, 36, 17, '1.001', '0.733'], [53, 36, 17, '1.001', '0.733']]",-3.61811248366,-3.38614171979,-4.55124707804
"[[32, 6, 26, '0.995', '0.834'], [32, 6, 26, '0.995', '0.834'], [32, 6, 26, '0.995', '0.834'], [32, 6, 26, '0.995', '0.834'], [32, 6, 26, '0.995', '0.834']]",-3.53369943235,-4.45797651099,-3.58050334153
"[[21, 11, 10, '0.994', '1.022'], [21, 11, 10, '0.994', '1.022'], [21, 11, 10, '0.994', '1.022'], [21, 11, 10, '0.994', '1.022'], [21, 11, 10, '0.994', '1.022']]",-4.49956496499,-3.43457420028,-3.67611520891
"[[24, 6, 18, '0.995', '1.461'], [24, 6, 18, '0.995', '1.461'], [24, 6, 18, '0.995', '1.461'], [24, 6, 18, '0.995', '1.461'], [24, 6, 18, '0.995', '1.461']]",-3.46060139286,-4.42724736809,-3.77367626709
"[[58, 5, 53, '0.985', '0.495'], [58, 5, 53, '0.985', '0.495'], [58, 5, 53, '0.985', '0.495'], [58, 5, 53, '0.985', '0.495'], [58, 5, 53, '0.985', '0.495']]",-4.47988309418,-3.44607376965,-3.58853677946
"[[34, 8, 26, '0.974', '0.405'], [34, 8, 26, '0.974', '0.405'], [34, 8, 26, '0.974', '0.405'], [34, 8, 26, '0.974', '0.405'], [34, 8, 26, '0.974', '0.405']]",-3.47426560369,-4.52048031242,-3.68914558465
"[[21, 0, 21, '0.974', '0.846'], [21, 0, 21, '0.974', '0.846'], [21, 0, 21, '0.974', '0.846'], [21, 0, 21, '0.974', '0.846'], [21, 0, 21, '0.974', '0.846']]",-4.34206222456,-3.50592184422,-4.03845780336
"[[32, 2, 30, '0.975', '0.992'], [32, 2, 30, '0.975', '0.992'], [32, 2, 30, '0.975', '0.992'], [32, 2, 30, '0.975', '0.992'], [32, 2, 30, '0.975', '0.992']]",-3.58697223979,-3.92818843238,-3.30150735814
"[[25, 10, 15, '0.978', '0.953'], [25, 10, 15, '0.978', '0.953'], [25, 10, 15, '0.978', '0.953'], [25, 10, 15, '0.978', '0.953'], [25, 10, 15, '0.978', '0.953']]",-3.23330417944,-2.85355642492,-3.34394464597
"[[29, 31, -2, '0.982', '1.127'], [29, 31, -2, '0.982', '1.127'], [29, 31, -2, '0.982', '1.127'], [29, 31, -2, '0.982', '1.127'], [29, 31, -2, '0.982', '1.127']]",-2.18856410486,-2.48126457372,-2.22400175405
"[[29, 16, 13, '0.991', '0.839'], [29, 16, 13, '0.991', '0.839'], [29, 16, 13, '0.991', '0.839'], [29, 16, 13, '0.991', '0.839'], [29, 16, 13, '0.991', '0.839']]",-1.37611774155,-1.22786127978,-1.22865150671
"[[19, 6, 13, '0.995', '1.518'], [19, 6, 13, '0.995', '1.518'], [19, 6, 13, '0.995', '1.518'], [19, 6, 13, '0.995', '1.518'], [19, 6, 13, '0.995', '1.518']]",0,0,0
